,Studio Name,Day of Issue Date,Day of Expire Date,Client ID,Full Name,Email,Phone #,Business Category,Credit Source,Credit Description,Initial Credit Count,Used Credit Count,Remaining Credits,Index,Max date
58,SAMPLE,"October 22, 2023","January 2, 2024",1388818,Alan Hudson,hickstravis@hotmail.com,9233998908,Medical Services,Package,High Dose Vitamin C 30g | 10 Pack,1,0,1,59,1/4/2024
59,SAMPLE,"October 22, 2023","January 30, 2024",1238969,Christine Smith,terri13@gmail.com,6843383609,Medical Services,Package,Signature IM Shot | 5 Pack,3,0,3,60,1/4/2024
60,SAMPLE,"October 22, 2023","January 30, 2024",1635989,Matthew Dunn,normagray@gmail.com,6903829800,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,61,1/4/2024
61,SAMPLE,"October 22, 2023","May 8, 2024",919498,Edward Olson,roger87@yahoo.com,9003565074,Medical Services,Package,High Dose Vitamin C 20g | 10 Pack,7,0,7,62,1/4/2024
62,SAMPLE,"October 22, 2023","May 9, 2024",613721,Michelle Jackson,xmiller@hotmail.com,6809442880,Medical Services,Package,50 Ingredient Bundle,50,0,50,63,1/4/2024
63,SAMPLE,"October 22, 2023","May 9, 2024",2185797,Michael Owen,ubest@gmail.com,2972369157,Medical Services,Package,High Dose Glutathione 1200mg | 10 Pack,9,0,9,64,1/4/2024
64,SAMPLE,"October 22, 2023","May 9, 2024",663422,Adam Gomez,andersondana@hotmail.com,9407235503,Medical Services,Package,High Dose Vitamin C 20g | 10 Pack,10,0,10,65,1/4/2024
65,SAMPLE,"October 22, 2023","May 9, 2024",1448281,Beth Wright,adamharris@gmail.com,1083712853,Medical Services,Package,Premium IM Shot | 10 Pack,10,0,10,66,1/4/2024
66,SAMPLE,"October 22, 2023","May 9, 2024",723483,Mary Gomez,christophercarpenter@hotmail.com,6513595639,Medical Services,Package,Signature IM Shot | 10 Pack,7,0,7,67,1/4/2024
67,SAMPLE,"October 22, 2023","May 9, 2024",1117864,Heather Mcclure,emilysteele@yahoo.com,7918950776,Medical Services,Package,High Dose Glutathione 1200mg | 10 Pack,1,0,1,68,1/4/2024
68,SAMPLE,"October 22, 2023","May 9, 2024",1852388,Jeffrey Ferrell,daniel76@hotmail.com,3401107023,Medical Services,Package,High Dose Vitamin C 30g | 10 Pack,2,0,2,69,1/4/2024
69,SAMPLE,"October 22, 2023","May 9, 2024",1163527,Lori Hawkins,scamacho@yahoo.com,6553127556,Medical Services,Package,50 Ingredient Bundle,33,0,33,70,1/4/2024
70,SAMPLE,"October 22, 2023","May 9, 2024",1830778,Monica White,kperez@yahoo.com,4768505131,Medical Services,Package,mHbOT | 60 min | 10 Pack,20,0,20,71,1/4/2024
71,SAMPLE,"October 22, 2023","May 9, 2024",526704,Terri Reid,kellybeltran@hotmail.com,4780906453,Medical Services,Package,mHbOT | 60 min | 10 Pack,2,0,2,72,1/4/2024
72,SAMPLE,"October 23, 2023","January 31, 2024",1195055,Gina Shea,anthony87@gmail.com,3152099413,Medical Services,Package,Signature IM Shot | 5 Pack,1,0,1,73,1/4/2024
73,SAMPLE,"October 23, 2023","January 31, 2024",68518,Brett Potter,hebertlauren@hotmail.com,1047798974,Medical Services,Package,Base IV Drip Credit,2,0,2,74,1/4/2024
74,SAMPLE,"October 23, 2023","February 29, 2024",247329,Donna Lambert,shawnthompson@hotmail.com,6016923730,Medical Services,Package,mHbOT Credit,2,0,2,75,1/4/2024
75,SAMPLE,"October 23, 2023","May 10, 2024",709385,Holly Adams,bbennett@gmail.com,6220819792,Medical Services,Package,50 Ingredient Bundle,21,0,21,76,1/4/2024
76,SAMPLE,"October 24, 2023","February 1, 2024",1819574,Charles Schmidt,vmyers@yahoo.com,8914422677,Medical Services,Package,Base IV Drip Credit,1,0,1,77,1/4/2024
77,SAMPLE,"October 28, 2023","May 15, 2024",1307241,Justin Cook,ayalabrendan@yahoo.com,5462759960,Medical Services,Package,50 Ingredient Bundle,27,0,27,78,1/4/2024
78,SAMPLE,"November 11, 2023","February 19, 2024",2043169,Pam Kerr,beth13@hotmail.com,2175316490,Medical Services,Package,mHbOT Credit,3,0,3,79,1/4/2024
79,SAMPLE,"November 12, 2023","February 20, 2024",1473371,Matthew Ayers,williamchan@gmail.com,1642842814,Medical Services,Package,mHbOT | 60 min | 5 Pack,2,0,2,80,1/4/2024
80,SAMPLE,"November 16, 2023","February 24, 2024",1680612,Julie Bentley,matthew96@yahoo.com,7523228782,Medical Services,Package,NAD+ IV Drip Therapy 750mg Credit,1,0,1,81,1/4/2024
81,SAMPLE,"November 21, 2023","February 29, 2024",1033087,Olivia Price,ywashington@gmail.com,5601286783,Medical Services,Package,10 Ingredient Bundle,6,0,6,82,1/4/2024
82,SAMPLE,"November 24, 2023","December 1, 2023",717864,Kevin Kelley,charles12@yahoo.com,8282872775,Medical Services,Package,Signature IM Shot | 3 Pack,1,0,1,83,1/4/2024
83,SAMPLE,"November 24, 2023","December 22, 2023",2086677,Mary Gilmore,zbell@gmail.com,5251597325,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,3,0,3,84,1/4/2024
84,SAMPLE,"November 24, 2023","March 3, 2024",1013892,Brenda Lindsey,hmoody@gmail.com,9495766690,Medical Services,Package,Signature IM Shot | 5 Pack,2,0,2,85,1/4/2024
85,SAMPLE,"November 24, 2023","June 11, 2024",684457,Morgan Figueroa,millerwayne@gmail.com,5121193285,Medical Services,Package,mHbOT | 60 min | 10 Pack,2,0,2,86,1/4/2024
86,SAMPLE,"November 25, 2023","December 23, 2023",301309,Eric Wang,huntpatrick@yahoo.com,8205935140,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,2,0,2,87,1/4/2024
87,SAMPLE,"November 25, 2023","March 4, 2024",1105924,Christopher Wheeler,collinsmonica@hotmail.com,2186843836,Medical Services,Package,Signature IM Shot | 5 Pack,5,0,5,88,1/4/2024
88,SAMPLE,"November 26, 2023","March 5, 2024",1638202,Brittany Jones,hfisher@yahoo.com,1199915600,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,3,0,3,89,1/4/2024
89,SAMPLE,"November 26, 2023","March 5, 2024",2144268,Anthony Lee,fernandezkathryn@gmail.com,1328627406,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,3,0,3,90,1/4/2024
90,SAMPLE,"November 26, 2023","March 5, 2024",2073776,Brian Ramirez,robertmyers@gmail.com,2327645781,Medical Services,Package,mHbOT | 60 min | 3 Pack,3,0,3,91,1/4/2024
91,SAMPLE,"November 27, 2023","June 14, 2024",302378,Michael Young,richard23@yahoo.com,7491574854,Medical Services,Package,mHbOT | 60 min | 10 Pack,8,0,8,92,1/4/2024
92,SAMPLE,"November 28, 2023","March 7, 2024",1981449,Richard Eaton,jordanlee@yahoo.com,8638201280,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,93,1/4/2024
93,SAMPLE,"December 1, 2023","March 10, 2024",448464,Heather Baker,zcollins@hotmail.com,4545710913,Medical Services,Package,Signature IM Shot | 5 Pack,5,0,5,94,1/4/2024
94,SAMPLE,"December 1, 2023","March 10, 2024",1662049,Mrs. Brenda Garcia,janetsingh@hotmail.com,7968875263,Medical Services,Package,10 Ingredient Bundle,10,0,10,95,1/4/2024
95,SAMPLE,"December 1, 2023","March 10, 2024",886666,Adrian Vargas,gerald64@hotmail.com,6782493419,Medical Services,Package,Base IV Drip | 5 Pack,5,0,5,96,1/4/2024
96,SAMPLE,"December 1, 2023","June 18, 2024",1189663,Donald Koch,mirandajuan@gmail.com,5646664292,Medical Services,Package,50 Ingredient Bundle,45,0,45,97,1/4/2024
97,SAMPLE,"December 1, 2023","June 18, 2024",663492,Steven Duncan,gwilson@yahoo.com,6465158312,Medical Services,Package,Base IV Drip | 10 Pack,9,0,9,98,1/4/2024
98,SAMPLE,"December 2, 2023","March 11, 2024",1348823,Joshua Baker,bradleymurray@yahoo.com,4510279380,Medical Services,Package,Base IV Drip | 5 Pack,4,0,4,99,1/4/2024
99,SAMPLE,"December 2, 2023","March 11, 2024",393625,Brett Davis,ksanchez@gmail.com,5923116834,Medical Services,Package,Premium IM Shot | 5 Pack,4,0,4,100,1/4/2024
100,SAMPLE,"December 2, 2023","March 11, 2024",964400,Sierra Davis,jonesronald@yahoo.com,5774394997,Medical Services,Package,mHbOT | 60 min | 5 Pack,4,0,4,101,1/4/2024
101,SAMPLE,"December 5, 2023","March 14, 2024",2264037,Sue Larson,cassie82@hotmail.com,7706354393,Medical Services,Package,Premium IM Shot | 3 Pack,2,0,2,102,1/4/2024
102,SAMPLE,"December 5, 2023","March 14, 2024",2389854,Maureen Stewart,william11@gmail.com,7935797519,Medical Services,Package,NAD+ IV Drip Therapy 750mg Credit,1,0,1,103,1/4/2024
103,SAMPLE,"December 11, 2023","March 20, 2024",621203,Leslie Harrington,omar80@hotmail.com,2682093492,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,4,0,4,104,1/4/2024
104,SAMPLE,"December 11, 2023","March 20, 2024",318031,Christine Hoffman,hughescarmen@yahoo.com,2041883154,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,105,1/4/2024
105,SAMPLE,"December 11, 2023","March 20, 2024",2308617,Tiffany Williams,pbennett@hotmail.com,7236456421,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,106,1/4/2024
106,SAMPLE,"December 12, 2023","June 29, 2024",1032971,Robin Marks,robertrogers@gmail.com,5072982191,Medical Services,Package,Base IV Drip | 10 Pack,10,0,10,107,1/4/2024
107,SAMPLE,"December 14, 2023","March 23, 2024",67768,Melissa Mack,nwu@gmail.com,7854336220,Medical Services,Package,Base IV Drip | 3 Pack,6,0,6,108,1/4/2024
108,SAMPLE,"December 14, 2023","March 23, 2024",1564166,Christopher Jones PhD,debra14@hotmail.com,9804472694,Medical Services,Package,Base IV Drip Credit,1,0,1,109,1/4/2024
109,SAMPLE,"December 16, 2023","March 25, 2024",947113,Anthony Chapman,andersonbrian@hotmail.com,5380667252,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,110,1/4/2024
110,SAMPLE,"December 17, 2023","March 26, 2024",896188,Phillip Harrison,robertpena@yahoo.com,6201566865,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,4,0,4,111,1/4/2024
111,SAMPLE,"December 17, 2023","March 26, 2024",2007529,John Hawkins,ffriedman@gmail.com,3126765237,Medical Services,Package,mHbOT | 60 min | 3 Pack,3,0,3,112,1/4/2024
112,SAMPLE,"December 19, 2023","March 28, 2024",2082133,Ashley Reynolds,iolsen@yahoo.com,5657681390,Medical Services,Package,Express Drip Credit,1,0,1,113,1/4/2024
113,SAMPLE,"December 20, 2023","March 29, 2024",1093837,Timothy Mason,steven65@hotmail.com,5795413571,Medical Services,Package,Base IV Drip | 5 Pack,4,0,4,114,1/4/2024
114,SAMPLE,"December 20, 2023","March 29, 2024",356,Michael Perez,aortiz@yahoo.com,9443092958,Medical Services,Package,Premium IM Shot Credit,1,0,1,115,1/4/2024
115,SAMPLE,"December 20, 2023","March 29, 2024",1094182,Richard Lopez,imartin@gmail.com,2472686476,Medical Services,Package,Premium IM Shot Credit,1,0,1,116,1/4/2024
116,SAMPLE,"December 20, 2023","March 29, 2024",505698,Sabrina Cline,ashley14@gmail.com,4681859448,Medical Services,Package,10 Ingredient Bundle,10,0,10,117,1/4/2024
117,SAMPLE,"December 20, 2023","March 29, 2024",724805,Timothy Buck,georgeholt@gmail.com,8300838291,Medical Services,Package,Base IV Drip | 3 Pack,3,0,3,118,1/4/2024
118,SAMPLE,"December 20, 2023","March 29, 2024",699119,Jennifer Jones,johnshannon@gmail.com,7593960687,Medical Services,Package,Premium IM Shot | 5 Pack,4,0,4,119,1/4/2024
119,SAMPLE,"December 21, 2023","March 30, 2024",2335113,Tracy Sloan,cassandra17@yahoo.com,1410069695,Medical Services,Package,Signature IM Shot | 5 Pack,4,0,4,120,1/4/2024
120,SAMPLE,"December 21, 2023","March 30, 2024",628728,James Munoz,jennifercohen@yahoo.com,9517936108,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,121,1/4/2024
121,SAMPLE,"December 21, 2023","March 30, 2024",602960,Olivia Moreno,andrea81@hotmail.com,7910795436,Medical Services,Package,mHbOT | 60 min | 3 Pack,1,0,1,122,1/4/2024
122,SAMPLE,"December 23, 2023","April 1, 2024",839219,Morgan Martinez,rossdavid@yahoo.com,3502419563,Medical Services,Package,Express Drip Credit,1,0,1,123,1/4/2024
123,SAMPLE,"December 23, 2023","April 1, 2024",633877,Timothy Smith,mayojesus@hotmail.com,1665560004,Medical Services,Package,Premium IM Shot Credit,1,0,1,124,1/4/2024
124,SAMPLE,"December 24, 2023","April 2, 2024",1907558,Lori Griffin,troylarson@yahoo.com,9971693656,Medical Services,Package,Base IV Drip Credit,1,0,1,125,1/4/2024
125,SAMPLE,"December 24, 2023","April 2, 2024",273828,Jonathan Powell,westronald@yahoo.com,2485311438,Medical Services,Package,Base IV Drip Credit,1,0,1,126,1/4/2024
126,SAMPLE,"December 24, 2023","April 2, 2024",1208687,Sara Watson,christopher81@gmail.com,1499976484,Medical Services,Package,Signature IM Shot Credit,1,0,1,127,1/4/2024
127,SAMPLE,"December 24, 2023","April 2, 2024",1447705,Lisa Smith,linda30@hotmail.com,5507310622,Medical Services,Package,Base IV Drip Credit,1,0,1,128,1/4/2024
128,SAMPLE,"December 24, 2023","April 2, 2024",1109981,Diana Barnett,fsmith@gmail.com,7569017348,Medical Services,Package,Signature IM Shot Credit,1,0,1,129,1/4/2024
129,SAMPLE,"December 31, 2023","January 28, 2024",1439794,Wendy Gonzalez,brenda52@yahoo.com,1452449059,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,3,0,3,130,1/4/2024
130,SAMPLE,"December 31, 2023","April 9, 2024",856241,Jonathan Donaldson,william51@gmail.com,2149676021,Medical Services,Package,Base IV Drip Credit,1,0,1,131,1/4/2024
131,SAMPLE,"January 3, 2024","January 3, 2024",1254658,Martin Williams,caseyjoshua@gmail.com,6182581570,Medical Services,Package,mHbOT | 60 min | 10 Pack,10,0,10,132,1/4/2024
