,Studio Name,Day of Issue Date,Day of Expire Date,Client ID,Full Name,Email,Phone #,Business Category,Credit Source,Credit Description,Initial Credit Count,Used Credit Count,Remaining Credits,Index,Max date
23,SAMPLE,"August 23, 2023","March 10, 2024",1948668,Phillip Griffith,robert72@gmail.com,8457630560,Medical Services,Package,100 Ingredient Bundle,89,0,89,24,1/4/2024
24,SAMPLE,"August 26, 2023","December 4, 2023",1098771,Corey Berry,sophia76@gmail.com,7209490679,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,25,1/4/2024
25,SAMPLE,"August 30, 2023","March 17, 2024",921754,Scott Lewis,fsmith@hotmail.com,6491566861,Medical Services,Package,mHbOT | 60 min | 10 Pack,3,0,3,26,1/4/2024
26,SAMPLE,"September 5, 2023","December 14, 2023",2285338,Ryan Ingram,jennifersmith@gmail.com,9450461069,Medical Services,Package,High Dose Glutathione 1200mg | 3 Pack,2,0,2,27,1/4/2024
27,SAMPLE,"September 8, 2023","December 17, 2023",965368,James Mcdonald,ntaylor@yahoo.com,4263404765,Medical Services,Package,Base IV Drip Credit,2,0,2,28,1/4/2024
28,SAMPLE,"September 22, 2023","December 31, 2023",1512636,Thomas Perkins,benjamincarter@hotmail.com,6648501109,Medical Services,Package,Premium IM Shot | 5 Pack,2,0,2,29,1/4/2024
29,SAMPLE,"September 22, 2023","December 31, 2023",1926778,Donna Diaz,bleon@yahoo.com,5615107659,Medical Services,Package,Signature IM Shot | 5 Pack,1,0,1,30,1/4/2024
30,SAMPLE,"September 22, 2023","December 31, 2023",1070541,Mr. Blake Horne,michael11@yahoo.com,1557897235,Medical Services,Package,Premium IM Shot | 5 Pack,2,0,2,31,1/4/2024
31,SAMPLE,"September 22, 2023","December 31, 2023",536711,Nicole Flores,xparker@gmail.com,2408624324,Medical Services,Package,Signature IM Shot | 5 Pack,2,0,2,32,1/4/2024
32,SAMPLE,"September 23, 2023","January 1, 2024",1616438,Wanda Alvarado,erin98@gmail.com,6447041900,Medical Services,Package,Signature IM Shot | 5 Pack,1,0,1,33,1/4/2024
33,SAMPLE,"September 23, 2023","January 1, 2024",1001256,Colleen Collins,tuckermeredith@hotmail.com,6450326741,Medical Services,Package,mHbOT | 60 min | 3 Pack,1,0,1,34,1/4/2024
34,SAMPLE,"September 23, 2023","January 1, 2024",1715306,Wesley Cardenas,amandashah@hotmail.com,3157758912,Medical Services,Package,mHbOT Credit,1,0,1,35,1/4/2024
35,SAMPLE,"September 23, 2023","January 1, 2024",1140758,James Marsh,bhenderson@hotmail.com,9636864364,Medical Services,Package,mHbOT | 60 min | 5 Pack,2,0,2,36,1/4/2024
36,SAMPLE,"September 23, 2023","January 1, 2024",918274,Nathan Kidd,jefferymarquez@hotmail.com,5124093246,Medical Services,Package,mHbOT Credit,1,0,1,37,1/4/2024
37,SAMPLE,"September 27, 2023","January 5, 2024",2008150,Scott Camacho,daviscindy@gmail.com,7720350347,Medical Services,Package,Base IV Drip | 3 Pack,1,0,1,38,1/4/2024
38,SAMPLE,"September 27, 2023","April 14, 2024",1223615,Samuel Keller,kathleendaniel@yahoo.com,6443763658,Medical Services,Package,30 Ingredient Bundle,10,0,10,39,1/4/2024
39,SAMPLE,"October 6, 2023","January 14, 2024",2260589,Kelli Campos,hollymiller@gmail.com,9929681795,Medical Services,Package,Premium IM Shot | 5 Pack,1,0,1,40,1/4/2024
40,SAMPLE,"October 14, 2023","January 22, 2024",1408392,Bill Dean,kyle81@yahoo.com,7897944966,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,41,1/4/2024
41,SAMPLE,"October 16, 2023","December 12, 2023",164157,Timothy Garcia,patrick17@yahoo.com,1077076311,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,1,0,1,42,1/4/2024
42,SAMPLE,"October 17, 2023","January 25, 2024",1996348,John Jackson,zhines@hotmail.com,7078228401,Medical Services,Package,Signature IM Shot | 5 Pack,1,0,1,43,1/4/2024
43,SAMPLE,"October 18, 2023","May 5, 2024",704171,Megan Dominguez,ounderwood@hotmail.com,5107394678,Medical Services,Package,30 Ingredient Bundle,30,0,30,44,1/4/2024
44,SAMPLE,"October 19, 2023","January 27, 2024",300297,Mark Phillips,stephanie16@gmail.com,1283311381,Medical Services,Package,Base IV Drip | 5 Pack,3,0,3,45,1/4/2024
45,SAMPLE,"October 19, 2023","January 27, 2024",287490,Bonnie Moss MD,hatfieldjon@gmail.com,2023251077,Medical Services,Package,mHbOT | 60 min | 5 Pack,4,0,4,46,1/4/2024
46,SAMPLE,"October 19, 2023","June 27, 2024",1002902,Wayne Carter,barkermatthew@hotmail.com,4029542582,Medical Services,Package,Signature IM Shot | 5 Pack,3,0,3,47,1/4/2024
47,SAMPLE,"October 20, 2023","May 7, 2024",1069665,Jessica Porter,stephanie06@gmail.com,5974596732,Medical Services,Package,50 Ingredient Bundle,34,0,34,48,1/4/2024
48,SAMPLE,"October 20, 2023","May 7, 2024",1566305,Megan Curry,crawfordjoshua@yahoo.com,5311879799,Medical Services,Package,mHbOT | 60 min | 10 Pack,7,0,7,49,1/4/2024
49,SAMPLE,"October 20, 2023","May 7, 2024",1845324,Robert Harris,chambersjoseph@gmail.com,3741348336,Medical Services,Package,Premium IM Shot | 10 Pack,7,0,7,50,1/4/2024
50,SAMPLE,"October 20, 2023","May 7, 2024",1891795,Courtney Wilson,robin86@yahoo.com,3939067264,Medical Services,Package,Signature IM Shot | 10 Pack,8,0,8,51,1/4/2024
51,SAMPLE,"October 20, 2023","May 7, 2024",1859072,Antonio Russo,zreed@gmail.com,6554604315,Medical Services,Package,mHbOT | 60 min | 10 Pack,4,0,4,52,1/4/2024
52,SAMPLE,"October 21, 2023","January 29, 2024",989470,Kevin Jimenez,tylerreynolds@yahoo.com,3157814317,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,4,0,4,53,1/4/2024
53,SAMPLE,"October 21, 2023","January 29, 2024",2188721,Sarah Delgado,christophermclaughlin@gmail.com,7263161295,Medical Services,Package,Signature IM Shot | 5 Pack,3,0,3,54,1/4/2024
54,SAMPLE,"October 21, 2023","January 29, 2024",2296317,Robert Harvey,nvelazquez@hotmail.com,7598459450,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,55,1/4/2024
55,SAMPLE,"October 21, 2023","May 8, 2024",679257,Austin Cooper,wmyers@hotmail.com,2808829459,Medical Services,Package,50 Ingredient Bundle,42,0,42,56,1/4/2024
56,SAMPLE,"October 21, 2023","May 8, 2024",1331075,Kevin Martin,steelebrian@hotmail.com,1890296553,Medical Services,Package,mHbOT | 60 min | 10 Pack,2,0,2,57,1/4/2024
57,SAMPLE,"October 22, 2023","January 2, 2024",1479872,Nicholas Boone,fernandezanthony@yahoo.com,7126811913,Medical Services,Package,High Dose Glutathione 1200mg | 10 Pack,1,0,1,58,1/4/2024
58,SAMPLE,"October 22, 2023","January 2, 2024",1531612,Jamie Fowler,watsonchristopher@yahoo.com,6282881035,Medical Services,Package,High Dose Vitamin C 30g | 10 Pack,1,0,1,59,1/4/2024
59,SAMPLE,"October 22, 2023","January 30, 2024",1987155,Tony Johnson,iwalsh@yahoo.com,8869993898,Medical Services,Package,Signature IM Shot | 5 Pack,3,0,3,60,1/4/2024
60,SAMPLE,"October 22, 2023","January 30, 2024",2008136,Theresa Williams,jenniferhenderson@yahoo.com,3938077312,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,61,1/4/2024
61,SAMPLE,"October 22, 2023","May 8, 2024",924216,Mary Yates,jessica70@gmail.com,7259255029,Medical Services,Package,High Dose Vitamin C 20g | 10 Pack,7,0,7,62,1/4/2024
62,SAMPLE,"October 22, 2023","May 9, 2024",327540,Patricia Boone,perkinsandre@yahoo.com,5957987605,Medical Services,Package,50 Ingredient Bundle,50,0,50,63,1/4/2024
63,SAMPLE,"October 22, 2023","May 9, 2024",803049,Jordan Webster,jenniferparks@hotmail.com,9702352050,Medical Services,Package,High Dose Glutathione 1200mg | 10 Pack,9,0,9,64,1/4/2024
64,SAMPLE,"October 22, 2023","May 9, 2024",1597763,Madison Ayala,adamsbrandi@hotmail.com,9325920262,Medical Services,Package,High Dose Vitamin C 20g | 10 Pack,10,0,10,65,1/4/2024
65,SAMPLE,"October 22, 2023","May 9, 2024",293225,Juan Morris,steven62@yahoo.com,6033127957,Medical Services,Package,Premium IM Shot | 10 Pack,10,0,10,66,1/4/2024
66,SAMPLE,"October 22, 2023","May 9, 2024",733133,Pamela Meadows,sanchezdavid@gmail.com,9889835472,Medical Services,Package,Signature IM Shot | 10 Pack,7,0,7,67,1/4/2024
67,SAMPLE,"October 22, 2023","May 9, 2024",1450055,Peter Willis,jacksonkayla@hotmail.com,6737778523,Medical Services,Package,High Dose Glutathione 1200mg | 10 Pack,1,0,1,68,1/4/2024
68,SAMPLE,"October 22, 2023","May 9, 2024",990942,Timothy Russell,oharvey@gmail.com,7467558976,Medical Services,Package,High Dose Vitamin C 30g | 10 Pack,2,0,2,69,1/4/2024
69,SAMPLE,"October 22, 2023","May 9, 2024",1025691,Jennifer Newton,rayjack@yahoo.com,1218300777,Medical Services,Package,50 Ingredient Bundle,33,0,33,70,1/4/2024
70,SAMPLE,"October 22, 2023","May 9, 2024",1658155,Cassandra Rogers,lgarrett@gmail.com,2367707370,Medical Services,Package,mHbOT | 60 min | 10 Pack,20,0,20,71,1/4/2024
71,SAMPLE,"October 22, 2023","May 9, 2024",857498,Kevin Wallace,omontoya@hotmail.com,3394117525,Medical Services,Package,mHbOT | 60 min | 10 Pack,2,0,2,72,1/4/2024
72,SAMPLE,"October 23, 2023","January 31, 2024",589658,Daniel Patterson,briannguyen@gmail.com,2512218159,Medical Services,Package,Signature IM Shot | 5 Pack,1,0,1,73,1/4/2024
73,SAMPLE,"October 23, 2023","January 31, 2024",432973,Jennifer Moore,oscar22@yahoo.com,8884888932,Medical Services,Package,Base IV Drip Credit,2,0,2,74,1/4/2024
74,SAMPLE,"October 23, 2023","February 29, 2024",361393,Jennifer Stevens,juliemorales@hotmail.com,8507237359,Medical Services,Package,mHbOT Credit,2,0,2,75,1/4/2024
75,SAMPLE,"October 23, 2023","May 10, 2024",1666579,Shannon Perez,shane55@hotmail.com,9485148201,Medical Services,Package,50 Ingredient Bundle,21,0,21,76,1/4/2024
76,SAMPLE,"October 24, 2023","February 1, 2024",1356205,Ariana Miller,meganramos@yahoo.com,4166172524,Medical Services,Package,Base IV Drip Credit,1,0,1,77,1/4/2024
77,SAMPLE,"October 28, 2023","May 15, 2024",2301665,John Wells,michaelpeterson@gmail.com,3744773469,Medical Services,Package,50 Ingredient Bundle,27,0,27,78,1/4/2024
78,SAMPLE,"November 11, 2023","February 19, 2024",595572,Kristi Pham,markgarcia@gmail.com,2067002368,Medical Services,Package,mHbOT Credit,3,0,3,79,1/4/2024
79,SAMPLE,"November 12, 2023","February 20, 2024",1981157,Sonya Baker,harrisjoe@hotmail.com,3660455079,Medical Services,Package,mHbOT | 60 min | 5 Pack,2,0,2,80,1/4/2024
80,SAMPLE,"November 16, 2023","February 24, 2024",412616,Paul Travis,andrea09@gmail.com,7175888682,Medical Services,Package,NAD+ IV Drip Therapy 750mg Credit,1,0,1,81,1/4/2024
81,SAMPLE,"November 21, 2023","February 29, 2024",2375466,Dawn Vaughn,trevinomark@hotmail.com,1064244006,Medical Services,Package,10 Ingredient Bundle,6,0,6,82,1/4/2024
82,SAMPLE,"November 24, 2023","December 1, 2023",1962022,Steven Vaughn,bryce73@gmail.com,3305622154,Medical Services,Package,Signature IM Shot | 3 Pack,1,0,1,83,1/4/2024
83,SAMPLE,"November 24, 2023","December 22, 2023",689196,Melinda Sanchez,alexandraibarra@gmail.com,2206392468,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,3,0,3,84,1/4/2024
84,SAMPLE,"November 24, 2023","March 3, 2024",1998810,Sharon Hammond,cgibson@yahoo.com,8861343784,Medical Services,Package,Signature IM Shot | 5 Pack,2,0,2,85,1/4/2024
85,SAMPLE,"November 24, 2023","June 11, 2024",1488359,Stephen Johnson,ukemp@yahoo.com,5641564715,Medical Services,Package,mHbOT | 60 min | 10 Pack,2,0,2,86,1/4/2024
86,SAMPLE,"November 25, 2023","December 23, 2023",2047415,Cassie Brown DDS,zberger@hotmail.com,1594274163,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,2,0,2,87,1/4/2024
87,SAMPLE,"November 25, 2023","March 4, 2024",1929169,Jason Williams,barbarasanchez@yahoo.com,2516655255,Medical Services,Package,Signature IM Shot | 5 Pack,5,0,5,88,1/4/2024
88,SAMPLE,"November 26, 2023","March 5, 2024",1875017,Anthony Jacobs,tfigueroa@yahoo.com,1158393148,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,3,0,3,89,1/4/2024
89,SAMPLE,"November 26, 2023","March 5, 2024",1352417,George Keith,katherinebrown@gmail.com,9058359472,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,3,0,3,90,1/4/2024
90,SAMPLE,"November 26, 2023","March 5, 2024",1937218,Cynthia Guzman,setharnold@gmail.com,8693279505,Medical Services,Package,mHbOT | 60 min | 3 Pack,3,0,3,91,1/4/2024
91,SAMPLE,"November 27, 2023","June 14, 2024",2195933,Luke Ali,podonnell@yahoo.com,7377021229,Medical Services,Package,mHbOT | 60 min | 10 Pack,8,0,8,92,1/4/2024
92,SAMPLE,"November 28, 2023","March 7, 2024",119147,Bryan Shelton,luis38@gmail.com,8541167443,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,93,1/4/2024
93,SAMPLE,"December 1, 2023","March 10, 2024",986117,Ronald Campbell,tiffanylong@hotmail.com,7877488137,Medical Services,Package,Signature IM Shot | 5 Pack,5,0,5,94,1/4/2024
94,SAMPLE,"December 1, 2023","March 10, 2024",2134158,Antonio Perry,amanda11@yahoo.com,6833507862,Medical Services,Package,10 Ingredient Bundle,10,0,10,95,1/4/2024
95,SAMPLE,"December 1, 2023","March 10, 2024",2285052,Diana Lee,epratt@gmail.com,6658289042,Medical Services,Package,Base IV Drip | 5 Pack,5,0,5,96,1/4/2024
96,SAMPLE,"December 1, 2023","June 18, 2024",2205610,Melissa Thompson,woodsmichael@gmail.com,4859928242,Medical Services,Package,50 Ingredient Bundle,45,0,45,97,1/4/2024
97,SAMPLE,"December 1, 2023","June 18, 2024",1352920,Samuel Terry,eflores@gmail.com,8545468337,Medical Services,Package,Base IV Drip | 10 Pack,9,0,9,98,1/4/2024
98,SAMPLE,"December 2, 2023","March 11, 2024",1600705,Sarah Thompson,thomasdaniel@yahoo.com,8719235423,Medical Services,Package,Base IV Drip | 5 Pack,4,0,4,99,1/4/2024
99,SAMPLE,"December 2, 2023","March 11, 2024",2270033,Michelle Cooper,russoangela@yahoo.com,5550175249,Medical Services,Package,Premium IM Shot | 5 Pack,4,0,4,100,1/4/2024
100,SAMPLE,"December 2, 2023","March 11, 2024",763492,David Acosta,mparks@yahoo.com,3614550095,Medical Services,Package,mHbOT | 60 min | 5 Pack,4,0,4,101,1/4/2024
101,SAMPLE,"December 5, 2023","March 14, 2024",1943310,Brian Brewer,turnersherry@yahoo.com,1393787663,Medical Services,Package,Premium IM Shot | 3 Pack,2,0,2,102,1/4/2024
102,SAMPLE,"December 5, 2023","March 14, 2024",371126,Mario Garcia,jean53@yahoo.com,7016753696,Medical Services,Package,NAD+ IV Drip Therapy 750mg Credit,1,0,1,103,1/4/2024
103,SAMPLE,"December 11, 2023","March 20, 2024",1555570,Olivia Ellis,robert48@hotmail.com,1822879126,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,4,0,4,104,1/4/2024
104,SAMPLE,"December 11, 2023","March 20, 2024",1189085,Carol Garrison,fbarnett@hotmail.com,5089763890,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,105,1/4/2024
105,SAMPLE,"December 11, 2023","March 20, 2024",884944,David Miranda,nortonjeremy@yahoo.com,2515048904,Medical Services,Package,mHbOT | 60 min | 5 Pack,3,0,3,106,1/4/2024
106,SAMPLE,"December 12, 2023","June 29, 2024",1556225,Andrew Hale,aschneider@hotmail.com,2483404188,Medical Services,Package,Base IV Drip | 10 Pack,10,0,10,107,1/4/2024
107,SAMPLE,"December 14, 2023","March 23, 2024",2125472,Amanda Conley,reginajones@hotmail.com,1968270761,Medical Services,Package,Base IV Drip | 3 Pack,6,0,6,108,1/4/2024
108,SAMPLE,"December 14, 2023","March 23, 2024",499618,Connie Lopez,jesse89@yahoo.com,6994927295,Medical Services,Package,Base IV Drip Credit,1,0,1,109,1/4/2024
109,SAMPLE,"December 16, 2023","March 25, 2024",1267353,Richard Mitchell,ssims@hotmail.com,6602374854,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,110,1/4/2024
110,SAMPLE,"December 17, 2023","March 26, 2024",1170549,Elizabeth Gray,tracijohnson@yahoo.com,2996669080,Medical Services,Package,NAD+ IV Drip Therapy 750mg | 4 Pack,4,0,4,111,1/4/2024
111,SAMPLE,"December 17, 2023","March 26, 2024",171344,Lori Short,scottsimpson@hotmail.com,5666460640,Medical Services,Package,mHbOT | 60 min | 3 Pack,3,0,3,112,1/4/2024
112,SAMPLE,"December 19, 2023","March 28, 2024",672281,Angela Rivera,bradley77@yahoo.com,1391357350,Medical Services,Package,Express Drip Credit,1,0,1,113,1/4/2024
113,SAMPLE,"December 20, 2023","March 29, 2024",797736,Raymond Watts,brian03@yahoo.com,1074935760,Medical Services,Package,Base IV Drip | 5 Pack,4,0,4,114,1/4/2024
114,SAMPLE,"December 20, 2023","March 29, 2024",826910,James Schwartz,jnguyen@hotmail.com,4963253871,Medical Services,Package,Premium IM Shot Credit,1,0,1,115,1/4/2024
115,SAMPLE,"December 20, 2023","March 29, 2024",317104,Andrew Torres Jr.,gregoryarnold@gmail.com,3941431686,Medical Services,Package,Premium IM Shot Credit,1,0,1,116,1/4/2024
116,SAMPLE,"December 20, 2023","March 29, 2024",2117237,Carmen Rogers,penakeith@yahoo.com,9585494883,Medical Services,Package,10 Ingredient Bundle,10,0,10,117,1/4/2024
117,SAMPLE,"December 20, 2023","March 29, 2024",2375969,Krista Colon,justin33@gmail.com,3165022571,Medical Services,Package,Base IV Drip | 3 Pack,3,0,3,118,1/4/2024
118,SAMPLE,"December 20, 2023","March 29, 2024",279534,James Price,elizabeth74@yahoo.com,9110581396,Medical Services,Package,Premium IM Shot | 5 Pack,4,0,4,119,1/4/2024
119,SAMPLE,"December 21, 2023","March 30, 2024",1066601,Aaron Sims,leongary@yahoo.com,3708057295,Medical Services,Package,Signature IM Shot | 5 Pack,4,0,4,120,1/4/2024
120,SAMPLE,"December 21, 2023","March 30, 2024",2064908,Jordan Erickson,ucruz@hotmail.com,3842474131,Medical Services,Package,mHbOT | 60 min | 3 Pack,2,0,2,121,1/4/2024
121,SAMPLE,"December 21, 2023","March 30, 2024",389759,Lance Brooks,shelby46@hotmail.com,5485311577,Medical Services,Package,mHbOT | 60 min | 3 Pack,1,0,1,122,1/4/2024
122,SAMPLE,"December 23, 2023","April 1, 2024",1190885,Jennifer Knight,jamesoneal@gmail.com,6751991286,Medical Services,Package,Express Drip Credit,1,0,1,123,1/4/2024
123,SAMPLE,"December 23, 2023","April 1, 2024",315992,Dr. Brittany Johnson MD,longsean@hotmail.com,6101245953,Medical Services,Package,Premium IM Shot Credit,1,0,1,124,1/4/2024
124,SAMPLE,"December 24, 2023","April 2, 2024",1633989,Jesse Nguyen,jakewallace@hotmail.com,2753840525,Medical Services,Package,Base IV Drip Credit,1,0,1,125,1/4/2024
125,SAMPLE,"December 24, 2023","April 2, 2024",767244,Jesse Moore,michael67@yahoo.com,5533762395,Medical Services,Package,Base IV Drip Credit,1,0,1,126,1/4/2024
126,SAMPLE,"December 24, 2023","April 2, 2024",682146,Brandon Gutierrez,clarkamy@yahoo.com,3386674071,Medical Services,Package,Signature IM Shot Credit,1,0,1,127,1/4/2024
127,SAMPLE,"December 24, 2023","April 2, 2024",1489466,Pamela Monroe,qthompson@yahoo.com,3006333801,Medical Services,Package,Base IV Drip Credit,1,0,1,128,1/4/2024
128,SAMPLE,"December 24, 2023","April 2, 2024",2083355,James Black,rebecca47@hotmail.com,9406774907,Medical Services,Package,Signature IM Shot Credit,1,0,1,129,1/4/2024
129,SAMPLE,"December 31, 2023","January 28, 2024",2031428,Carol Peck,ikemp@yahoo.com,3905126675,Medical Services,Package,NAD+ 125mg IM Shot | 4 Pack,3,0,3,130,1/4/2024
130,SAMPLE,"December 31, 2023","April 9, 2024",951261,Mr. Kevin Owens,idavis@hotmail.com,6091935739,Medical Services,Package,Base IV Drip Credit,1,0,1,131,1/4/2024
131,SAMPLE,"January 3, 2024","January 3, 2024",329057,Christina Cooley MD,vweaver@gmail.com,6262614132,Medical Services,Package,mHbOT | 60 min | 10 Pack,10,0,10,132,1/4/2024
