,Studio Code,Purchase Date,Invoice ID,Client ID,First Name,Last Name,Email,Phone #,Therapy Category,Business Category,Item,Sales Rep,Autopay Status,Quantity,Tax Amount,Discount,Credit Used,Unnamed: 17
14,SAMPLE,11/27/2023,31454937,2220747,Veronica,Haynes,eedwards@example.com,9922177450,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,0,$0.00
15,SAMPLE,11/27/2023,31454946,1965287,Adam,Schneider,brianclark@example.org,7839481789,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
16,SAMPLE,11/27/2023,31454946,330534,Jacqueline,Powell,michaelwoods@example.net,2148654245,mHbOT,Medical Services,mHbOT | 90 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
17,SAMPLE,11/27/2023,31455159,397103,Kristine,Scott,rramirez@example.org,5089293471,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
18,SAMPLE,11/27/2023,31455231,571642,Anthony,Watson,christopherthomas@example.com,9994823920,IV Drips,Medical Services,Energy,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
19,SAMPLE,11/27/2023,31455231,1324655,Diana,Jones,staceybass@example.net,5724843609,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
20,SAMPLE,11/27/2023,31455231,1999686,Sara,Knox,qbrown@example.com,7829259333,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
21,SAMPLE,11/27/2023,31455231,1179605,Matthew,Velez,chelsea59@example.com,5336547143,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
22,SAMPLE,11/27/2023,31455278,271301,Cathy,Bullock,cdavis@example.com,1963780691,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$64.00,2,$0.00
23,SAMPLE,11/27/2023,31455350,222284,Lindsey,Spencer,tranlisa@example.com,6764905123,IV Drips,Medical Services,High Dose Glutathione 1200mg,,In Studio Purchase,1,$0.00,$227.00,1,$0.00
24,SAMPLE,11/27/2023,31455350,1991203,James,Castillo,joneslisa@example.com,3729714498,IV Drips,Medical Services,High Dose Vitamin C 30g,,In Studio Purchase,1,$0.00,$336.00,1,$0.00
25,SAMPLE,11/27/2023,31455350,967719,Michael,Murray,howardwilliams@example.org,8928994588,IV Ingredients,Medical Services,Glutamine,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
26,SAMPLE,11/27/2023,31455350,979633,Andres,Drake,cardenasjennifer@example.com,8897257522,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$34.00,1,$0.00
27,SAMPLE,11/27/2023,31455381,2298788,Charles,Garcia,jwalsh@example.org,1380340761,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
28,SAMPLE,11/27/2023,31455381,112496,Denise,Peterson,richardgarrison@example.org,6527781776,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
29,SAMPLE,11/27/2023,31455479,1132407,William,Turner,jacquelinesanchez@example.org,3455489705,IV Drips,Medical Services,New Myer's,,In Studio Purchase,1,$0.00,$180.00,1,$0.00
30,SAMPLE,11/27/2023,31455479,355330,Dean,Burton,carlsonvictoria@example.org,6704399447,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$24.00,1,$0.00
31,SAMPLE,11/27/2023,31455479,1397302,Daniel,Miller,justinparsons@example.org,4464743624,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$24.00,1,$0.00
32,SAMPLE,11/27/2023,31455479,1851480,Alex,Gonzales,meaton@example.net,9234095257,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$24.00,0,$0.00
33,SAMPLE,11/27/2023,31455479,1358119,Clayton,Manning,danielwhite@example.org,3512178113,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$84.00,2,$0.00
34,SAMPLE,11/27/2023,31455479,2127229,Matthew,Martin,qmurphy@example.com,2301407868,IV Ingredients,Medical Services,Trace Elements,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
35,SAMPLE,11/27/2023,31455479,451924,Deborah,Crawford,david58@example.org,7021630221,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$48.00,2,$0.00
36,SAMPLE,11/27/2023,31455712,1815908,Kenneth,Hart,roykelly@example.com,9284218285,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
37,SAMPLE,11/27/2023,31455712,850233,Patricia,Ayala,xmalone@example.com,2202651110,Hydrafacial,Skin Health,Hydrafacial | Premium,,In Studio Purchase,1,$0.00,$120.00,0,$160.00
38,SAMPLE,11/27/2023,31455712,1069648,Troy,Booth,marc64@example.com,4839413378,Hydrafacial,Skin Health,Hydrafacial | Premium | 5 Pack,,In Studio Purchase,1,$0.00,$570.00,0,$760.00
39,SAMPLE,11/27/2023,31455806,2014085,Nicole,Wells,cmcgee@example.com,4708947346,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
40,SAMPLE,11/27/2023,31455851,290592,Megan,Clark,ayalashannon@example.org,3506016351,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$0.00,0,$180.00
41,SAMPLE,11/27/2023,31455851,2072423,Dana,Serrano,kaitlin33@example.org,3190422145,IV Ingredients,Medical Services,B6 (Pyridoxine),,In Studio Purchase,1,$0.00,$0.00,0,$24.00
42,SAMPLE,11/27/2023,31455851,1428647,Michael,Gray,hmitchell@example.org,5753353378,IV Ingredients,Medical Services,Biotin,,In Studio Purchase,1,$0.00,$0.00,0,$84.00
43,SAMPLE,11/27/2023,31455851,1215593,Alexander,Green,ronald63@example.net,9534396494,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$24.00
44,SAMPLE,11/27/2023,31455851,854834,Kevin,Cook,umorgan@example.org,6714477267,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$0.00,0,$24.00
45,SAMPLE,11/27/2023,31455851,1103377,Bruce,Williams,andrewscott@example.org,8989174614,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
46,SAMPLE,11/27/2023,31456217,860527,Dawn,Coleman,zachary62@example.org,9981921151,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
47,SAMPLE,11/27/2023,31456217,1638865,Kathryn,Robinson,kmathis@example.net,5712313129,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
48,SAMPLE,11/27/2023,31456380,18360,Jeffrey,Medina,harveydennis@example.net,1219537216,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$0.00,0,$132.00
49,SAMPLE,11/27/2023,31456380,470571,Alexis,Burton,mbullock@example.org,1020167801,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
50,SAMPLE,11/27/2023,31456380,1956930,Chad,Johnson,davidbarnes@example.net,9472125491,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$32.00
51,SAMPLE,11/27/2023,31456380,2037870,Christopher,Boyer,cherylmorales@example.com,9404409400,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
52,SAMPLE,11/27/2023,31456505,2212108,Michelle,Ortega,brittany10@example.org,5767585554,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
53,SAMPLE,11/27/2023,31456505,340007,Ashley,Anderson,marquezkim@example.org,6286484671,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
54,SAMPLE,11/27/2023,31456706,1082931,Susan,Herrera,diazmatthew@example.com,5226876759,IV Drips,Medical Services,NAD+ IV Drip Therapy 500mg,,In Studio Purchase,1,$0.00,$552.00,1,$0.00
55,SAMPLE,11/27/2023,31456769,158736,Shawn,Miller,anthony38@example.com,7859044288,Hydrafacial,Skin Health,Hydrafacial | Signature,,In Studio Purchase,1,$0.00,$210.00,0,$0.00
56,SAMPLE,11/27/2023,31456769,738542,Carl,Oneal,trevor09@example.org,4333734277,Supplements,Skin Health,Circadia | Spot Stop,,In Studio Purchase,1,$2.38,$0.00,0,$34.00
57,SAMPLE,11/27/2023,31456890,1065122,Clayton,Turner,dmcconnell@example.com,7906058586,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
58,SAMPLE,11/27/2023,31456890,2357837,Joel,Oliver,krystalstark@example.org,7681921007,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
59,SAMPLE,11/27/2023,31456890,521862,Christine,Cox,bmiller@example.net,5734743651,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
60,SAMPLE,11/27/2023,31456890,1993944,Kimberly,Zhang,ronaldjohnson@example.com,2653710932,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
61,SAMPLE,11/27/2023,31457104,1596244,Christopher,Gordon,karinamaldonado@example.com,2457843202,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
62,SAMPLE,11/27/2023,31457104,2263471,Heather,Murphy,mhowell@example.com,7851988050,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
63,SAMPLE,11/27/2023,31457210,779704,Richard,Reese,destrada@example.net,3437166295,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
64,SAMPLE,11/27/2023,31457263,1981463,Amber,Dickerson,shelby73@example.com,4535698581,Hydrafacial,Skin Health,Hydrafacial | Premium | 10 Pack,,In Studio Purchase,1,$0.00,"$1,260.00",0,"$1,260.00"
65,SAMPLE,11/27/2023,31457831,2143466,Patricia,Banks,johnsonsteven@example.org,7175114983,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
66,SAMPLE,11/27/2023,31457891,809190,Melinda,Yang,nturner@example.net,5843070091,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
67,SAMPLE,11/27/2023,31457894,929611,Douglas,Burke,hmoore@example.net,2036378616,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
68,SAMPLE,11/27/2023,31457894,1991163,Ricky,Skinner,melaniecombs@example.org,2398603039,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
69,SAMPLE,11/27/2023,31457901,767333,Michelle,Cabrera,fgarcia@example.net,3671422878,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
70,SAMPLE,11/27/2023,31457951,411013,Robert,Morris,johnlevy@example.com,8914687667,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$150.00,0,$0.00
71,SAMPLE,11/27/2023,31458035,2183819,Wanda,Campbell,fergusonsarah@example.net,5378392068,IM Shots,Medical Services,IM Shot B12,,In Studio Purchase,1,$0.00,$0.00,0,$32.00
72,SAMPLE,11/27/2023,31458357,465468,Richard,Ayala,jonathanromero@example.com,1529992396,IV Drips,Medical Services,Immunity,,In Studio Purchase,1,$0.00,$81.00,0,$99.00
73,SAMPLE,11/27/2023,31458357,1407314,Stephen,Reid,lindsey06@example.org,7157806449,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
74,SAMPLE,11/27/2023,31458357,1448320,Nathaniel,Watson,perrybrian@example.net,6877599769,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
75,SAMPLE,11/27/2023,31458415,1121184,Whitney,Rodriguez,matthewstaylor@example.org,2170821595,Cryoskin,Skin Health,Cryoskin Slimming,,In Studio Purchase,1,$0.00,$275.00,1,$0.00
76,SAMPLE,11/27/2023,31458415,904659,Jade,Herring,christopherbrooks@example.org,5769784860,Cryoskin,Skin Health,Cryoskin Slimming | 3 Pack,,In Studio Purchase,1,$0.00,$160.00,0,$640.00
77,SAMPLE,11/27/2023,31458415,2124185,Amber,Curry,eileen19@example.org,2879224959,IM Shots,Medical Services,IM Shot B-12 + B-complex,,In Studio Purchase,1,$0.00,$0.00,0,$42.00
78,SAMPLE,11/27/2023,31458706,178944,Chad,King,barbarastevens@example.org,7255143055,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
79,SAMPLE,11/27/2023,31458706,486508,Jeremy,Sanders,rogerspatricia@example.com,3906627901,Refunds,Refunds,,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
80,SAMPLE,11/27/2023,31458823,44029,Jared,Coleman,fergusoncarl@example.org,7265690039,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
81,SAMPLE,11/27/2023,31458823,359365,Michelle,Wells,roger97@example.org,2157770964,mHbOT,Medical Services,mHbOT | 60 min | 10 Pack,,In Studio Purchase,1,$0.00,$340.20,0,$793.80
82,SAMPLE,11/27/2023,31458946,260056,Anita,Castro,matthew87@example.com,8180330740,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
83,SAMPLE,11/27/2023,31459103,470625,Corey,Miller,walkerjohn@example.org,6714428362,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
84,SAMPLE,11/27/2023,31459103,1531490,Elizabeth,Kidd,flane@example.org,8567154862,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
85,SAMPLE,11/27/2023,31459103,943967,Gregory,Lewis,gmartin@example.com,3577406764,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
86,SAMPLE,11/28/2023,31392448,110604,Daniel,Maddox,pricescott@example.com,6780793978,Refunds,Refunds,,,In Studio Purchase,1,$0.00,$0.00,0,-$145.00
87,SAMPLE,11/28/2023,31460105,2057307,Laura,Wade,jonesmichelle@example.net,4024692651,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
88,SAMPLE,11/28/2023,31460106,1999702,Angel,Frederick,robert16@example.org,3039573217,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
89,SAMPLE,11/28/2023,31460107,349711,Brittany,Browning,martinjulie@example.org,8822666124,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
90,SAMPLE,11/28/2023,31460108,735804,Patricia,Morrison,michaelboyer@example.com,8904241954,Memberships,Membership,Restore Membership,,Success,1,$0.00,$0.00,0,$63.20
91,SAMPLE,11/28/2023,31460109,1420485,Gary,Gilmore,qperkins@example.net,4080495361,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
92,SAMPLE,11/28/2023,31460110,1836576,Geoffrey,Baker,kimberly75@example.net,8915170659,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
93,SAMPLE,11/28/2023,31460111,1698768,Brenda,Parrish,lambertjoshua@example.com,8144253612,Memberships,Membership,Core Membership,,Success,1,$0.00,$0.00,0,$359.00
94,SAMPLE,11/28/2023,31460112,2336456,Jacob,Reid,dperkins@example.com,6025595264,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
95,SAMPLE,11/28/2023,31460113,435665,William,Golden,nboyd@example.net,2821378964,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
96,SAMPLE,11/28/2023,31460114,1275203,Victoria,Hinton,flemingvanessa@example.net,3734824976,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
97,SAMPLE,11/28/2023,31460115,1375649,Lisa,Nguyen,uturner@example.com,6415115851,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
98,SAMPLE,11/28/2023,31460116,137016,Samuel,Mercer,cdavis@example.org,1673922708,Memberships,Membership,Elevate Membership,,Success,1,$0.00,$0.00,0,$249.00
99,SAMPLE,11/28/2023,31460117,2117839,Jessica,Schroeder,lierica@example.org,4634032707,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
100,SAMPLE,11/28/2023,31460118,772718,Kristi,George,tmorrison@example.org,4741044410,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
101,SAMPLE,11/28/2023,31461898,1217994,Nathaniel,Jackson,sellersrobert@example.org,9671699034,Cryoskin,Skin Health,Cryoskin Facial,,In Studio Purchase,1,$0.00,$175.00,1,$0.00
102,SAMPLE,11/28/2023,31462176,312612,Jennifer,Pearson,karen95@example.net,6690939227,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$180.00,4,$0.00
103,SAMPLE,11/28/2023,31462176,2312755,Tanya,Yoder,lyoung@example.org,6140362270,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$20.00,0,$30.00
104,SAMPLE,11/28/2023,31462176,1804354,Diane,Ferrell,gordongreen@example.org,2730582529,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
105,SAMPLE,11/28/2023,31462187,1459450,Denise,Willis,lauramoody@example.com,6547330520,mHbOT,Medical Services,mHbOT | 60 min | 5 Pack,,In Studio Purchase,1,$0.00,$85.60,0,$342.40
106,SAMPLE,11/28/2023,31462258,159160,Kimberly,Mcintosh,cgraham@example.com,8371408974,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
107,SAMPLE,11/28/2023,31462305,1286338,Jason,Dixon,colejulia@example.com,5368556355,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
108,SAMPLE,11/28/2023,31462557,567150,Jennifer,Mora,cjohnson@example.org,2740707934,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
109,SAMPLE,11/28/2023,31462991,463665,Benjamin,Ford,wpacheco@example.com,9017911359,Hydrafacial,Skin Health,Hydrafacial | Platinum,,In Studio Purchase,1,$0.00,$385.00,1,$0.00
110,SAMPLE,11/28/2023,31462991,617793,Lisa,Cooper,pallen@example.org,8937503672,IV Drips,Medical Services,Essential 13,,In Studio Purchase,1,$0.00,$0.00,0,$180.00
111,SAMPLE,11/28/2023,31462991,924625,Charles,Lozano,scott17@example.org,4489099746,IV Ingredients,Medical Services,Infuvite Ingredient,,In Studio Purchase,1,$0.00,$48.00,0,$132.00
112,SAMPLE,11/28/2023,31463646,1333273,Johnny,Williams,atkinsonrobert@example.com,7528596169,Cryoskin,Skin Health,Cryoskin Slimming,,In Studio Purchase,1,$0.00,$275.00,1,$0.00
113,SAMPLE,11/28/2023,31463646,163803,Heather,Spencer,leah51@example.net,4657721262,Cryoskin,Skin Health,Cryoskin Slimming | 3 Pack,,In Studio Purchase,1,$0.00,$160.00,0,$640.00
114,SAMPLE,11/28/2023,31463646,845318,Lisa,Wilkerson,orodriguez@example.net,8016884479,Hydrafacial,Skin Health,Hydrafacial | Premium,,In Studio Purchase,1,$0.00,$100.00,0,$100.00
115,SAMPLE,11/28/2023,31463646,1890053,Patrick,Knox,joseph53@example.net,8115640425,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
116,SAMPLE,11/28/2023,31463815,1867324,Felicia,Wagner,avilabeverly@example.org,6375305843,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
117,SAMPLE,11/28/2023,31463815,85518,Christopher,Pennington,breanna33@example.com,4950220645,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
118,SAMPLE,11/28/2023,31463836,1021935,Diane,Johns,zayala@example.com,8912216823,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
119,SAMPLE,11/28/2023,31463954,2001241,Eric,Adams,nthomas@example.net,4313125388,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
120,SAMPLE,11/28/2023,31464075,2274546,Julie,Wise,stanleytammy@example.com,2423865313,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
121,SAMPLE,11/28/2023,31464075,2073776,Stephanie,Chase,asanchez@example.org,4462130543,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
122,SAMPLE,11/28/2023,31464075,36829,Jennifer,Morgan,xramsey@example.com,5738424428,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
123,SAMPLE,11/28/2023,31464602,1093716,Danielle,Delacruz,campbelldesiree@example.com,2446656041,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
124,SAMPLE,11/28/2023,31464604,1682436,Felicia,Cowan,kchan@example.net,1702187904,IV Drips,Medical Services,NAD+ IV Drip Therapy 500mg,,In Studio Purchase,1,$0.00,$552.00,1,$0.00
125,SAMPLE,11/28/2023,31464611,32717,Jennifer,Guerra,ycarpenter@example.net,9624576580,Cryoskin,Skin Health,Cryoskin Facial,,In Studio Purchase,1,$0.00,$175.00,1,$0.00
126,SAMPLE,11/28/2023,31464627,1164441,Vanessa,Hicks,brobinson@example.org,3972471307,IM Shots,Medical Services,Semaglutide Injection,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
127,SAMPLE,11/28/2023,31464717,2378705,Gina,Austin,jnoble@example.org,3685199635,IV Drips,Medical Services,NAD+ IV Drip Therapy 750mg,,In Studio Purchase,1,$0.00,$941.00,1,$0.00
128,SAMPLE,11/28/2023,31464900,895737,Alan,Chapman,tylerorozco@example.net,6047017355,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
129,SAMPLE,11/28/2023,31464966,843948,Brandy,Morgan,tiffanythompson@example.com,4882964697,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
130,SAMPLE,11/28/2023,31465102,2075990,Paul,Hunt,cstein@example.com,1508290727,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
131,SAMPLE,11/28/2023,31465103,848399,Christopher,Morgan,annerose@example.org,5380631492,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
132,SAMPLE,11/28/2023,31465103,2248146,Katherine,Yates,vlyons@example.net,3499232358,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,0,$0.00
133,SAMPLE,11/28/2023,31465103,2053971,Timothy,Cox,hgarcia@example.net,5886822224,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
134,SAMPLE,11/28/2023,31465526,1328124,Rachel,Martinez,jclayton@example.org,7326514160,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
135,SAMPLE,11/28/2023,31465537,146367,Alan,Anderson,denise67@example.net,4024955076,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
136,SAMPLE,11/28/2023,31465560,983837,Kenneth,Walker,oyang@example.net,3366092239,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
137,SAMPLE,11/28/2023,31466038,2002408,Destiny,Long,sandovallarry@example.net,8981717674,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
138,SAMPLE,11/28/2023,31466330,903640,David,Johnson,jwhite@example.com,8490048947,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
139,SAMPLE,11/28/2023,31466506,521186,Wanda,Robertson,ljohnson@example.com,9087180269,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$140.00,0,$40.00
140,SAMPLE,11/28/2023,31466523,385560,Erica,Blake,lindseystevens@example.org,8315498507,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
141,SAMPLE,11/28/2023,31466523,509543,Beverly,Hess,davidwagner@example.org,5577589506,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
142,SAMPLE,11/29/2023,31467481,2002380,James,James,xatkinson@example.org,2083470094,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
143,SAMPLE,11/29/2023,31467482,746037,Kyle,Duncan,chayes@example.net,5959820076,Memberships,Membership,Restore Membership,,Success,1,$0.00,$0.00,0,$79.00
