,Studio Name,Day of Issue Date,Day of Expire Date,Client ID,Full Name,Email,Phone #,Business Category,Credit Source,Credit Description,Initial Credit Count,Used Credit Count,Remaining Credits,Index,Max date
25,SAMPLE,"October 10, 2023","January 18, 2024",2277206,John Campbell,poolejacob@gmail.com,7915159329,Skin Health,Package,Cryoskin Slimming Credit,1,0,1,26,1/4/2024
26,SAMPLE,"October 10, 2023","January 18, 2024",2224609,Mr. Randy Duke,jonathanbullock@hotmail.com,2686031407,Skin Health,Package,Hydrafacial | Premium | 3 Pack,2,0,2,27,1/4/2024
27,SAMPLE,"October 16, 2023","January 24, 2024",1403261,Daniel Cline,kennedymatthew@gmail.com,1486772802,Skin Health,Package,Hydrafacial | Premium | 5 Pack,3,0,3,28,1/4/2024
28,SAMPLE,"October 19, 2023","January 26, 2024",2022315,Katherine Mcdonald,robert44@hotmail.com,8824488743,Skin Health,Package,Hydrafacial | Premium | 5 Pack,4,0,4,29,1/4/2024
29,SAMPLE,"October 19, 2023","January 27, 2024",1278534,Travis Schmidt,schultzdavid@yahoo.com,2962397174,Skin Health,Package,Cryoskin Slimming | 3 Pack,3,0,3,30,1/4/2024
30,SAMPLE,"October 19, 2023","January 27, 2024",917981,Timothy Finley,jermaine47@hotmail.com,8172268592,Skin Health,Package,Cryoskin Slimming Credit,1,0,1,31,1/4/2024
31,SAMPLE,"October 19, 2023","January 27, 2024",50822,Karen Flores,davismatthew@yahoo.com,3836569751,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,32,1/4/2024
32,SAMPLE,"October 19, 2023","January 27, 2024",1347219,Stephen Wiggins,jolson@hotmail.com,5453746035,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,33,1/4/2024
33,SAMPLE,"October 19, 2023","January 27, 2024",615241,Christine Holder,adam46@yahoo.com,9260313687,Skin Health,Package,Cryoskin Slimming | 5 Pack,1,0,1,34,1/4/2024
34,SAMPLE,"October 20, 2023","January 28, 2024",2342116,Kevin Smith,croy@gmail.com,6099823049,Skin Health,Package,Cryoskin Facial | 5 Pack,4,0,4,35,1/4/2024
35,SAMPLE,"October 20, 2023","January 28, 2024",1732237,Tracey Morris,zandrews@gmail.com,4513568954,Skin Health,Package,Hydrafacial | Signature | 5 Pack,1,0,1,36,1/4/2024
36,SAMPLE,"October 21, 2023","January 29, 2024",1711074,Cindy Wiley,fletcherjames@gmail.com,9966344485,Skin Health,Package,Cryoskin Facial | 5 Pack,3,0,3,37,1/4/2024
37,SAMPLE,"October 22, 2023","January 30, 2024",1820341,Charlene Hall,alexissnyder@yahoo.com,1912925254,Skin Health,Package,Circadia Oxygen Facial | 5 Pack,4,0,4,38,1/4/2024
38,SAMPLE,"October 22, 2023","January 30, 2024",1158632,Samuel Yates,rogersdavid@yahoo.com,2450914179,Skin Health,Package,Cryoskin Facial | 3 Pack,1,0,1,39,1/4/2024
39,SAMPLE,"October 22, 2023","January 30, 2024",2174569,Justin Moore,coxjill@hotmail.com,1273725091,Skin Health,Package,Cryoskin Slimming | 3 Pack,1,0,1,40,1/4/2024
40,SAMPLE,"October 22, 2023","May 9, 2024",188330,Shannon Cook,daviddean@gmail.com,3949496805,Skin Health,Package,Hydrafacial | Premium | 10 Pack,9,0,9,41,1/4/2024
41,SAMPLE,"October 22, 2023","May 9, 2024",707535,Jonathan Lee,coopermiranda@hotmail.com,4805518174,Skin Health,Package,Hydrafacial | Premium | 10 Pack,7,0,7,42,1/4/2024
42,SAMPLE,"October 23, 2023","January 31, 2024",1795998,John Brown,phamchristopher@yahoo.com,7543790838,Skin Health,Package,Hydrafacial | Signature | 5 Pack,2,0,2,43,1/4/2024
43,SAMPLE,"October 24, 2023","May 11, 2024",98680,Adam Lopez,chad84@yahoo.com,2937776218,Skin Health,Package,Circadia Oxygen Facial | 10 Pack,9,0,9,44,1/4/2024
44,SAMPLE,"October 27, 2023","February 4, 2024",2185410,Bradley Paul,lewismegan@gmail.com,3144660633,Skin Health,Package,Cryoskin Facial | 3 Pack,1,0,1,45,1/4/2024
45,SAMPLE,"November 8, 2023","February 16, 2024",788976,Troy Green,michaelrocha@hotmail.com,4238928994,Skin Health,Package,Hydrafacial | Premium | 5 Pack,2,0,2,46,1/4/2024
46,SAMPLE,"November 9, 2023","February 17, 2024",1242107,Joe Sanchez,meganthomas@hotmail.com,2185867329,Skin Health,Package,Hydrafacial | Signature | 3 Pack,2,0,2,47,1/4/2024
47,SAMPLE,"November 17, 2023","February 25, 2024",155459,Pamela Mclean,kelly37@yahoo.com,6475692404,Skin Health,Package,Cryoskin Facial | 5 Pack,2,0,2,48,1/4/2024
48,SAMPLE,"November 18, 2023","February 26, 2024",821557,Fernando Grant,zachary39@yahoo.com,1677861140,Skin Health,Package,Hydrafacial | Premium Credit,3,0,3,49,1/4/2024
49,SAMPLE,"November 22, 2023","December 20, 2023",955396,Alexandra Henderson,larryconner@yahoo.com,1458021441,Skin Health,Package,Circadia Oxygen Facial | 5 Pack,1,0,1,50,1/4/2024
50,SAMPLE,"November 22, 2023","March 1, 2024",487154,Kathleen Ruiz,lanecynthia@yahoo.com,6348252738,Skin Health,Package,Circadia Oxygen Facial | 5 Pack,3,0,3,51,1/4/2024
51,SAMPLE,"November 22, 2023","March 1, 2024",2018240,Erika Wilson,millsbrian@yahoo.com,8497087345,Skin Health,Package,Cryoskin Facial | 5 Pack,3,0,3,52,1/4/2024
52,SAMPLE,"November 27, 2023","March 6, 2024",1709846,Larry Sanders,hgarcia@yahoo.com,9566286141,Skin Health,Package,Hydrafacial | Premium | 5 Pack,4,0,4,53,1/4/2024
53,SAMPLE,"November 27, 2023","March 6, 2024",1440994,Miss Jordan Montes,smartinez@yahoo.com,5163048773,Skin Health,Package,Cryoskin Slimming | 3 Pack,2,0,2,54,1/4/2024
54,SAMPLE,"November 27, 2023","June 14, 2024",1460354,Kathryn Wright,wmacias@hotmail.com,8294267838,Skin Health,Package,Hydrafacial | Premium | 10 Pack,10,0,10,55,1/4/2024
55,SAMPLE,"November 28, 2023","March 7, 2024",2230185,Benjamin Hall,jensenmichele@gmail.com,2059707230,Skin Health,Package,Cryoskin Slimming | 3 Pack,2,0,2,56,1/4/2024
56,SAMPLE,"December 11, 2023","December 11, 2023",144899,Mr. Jon Oconnor,cindystewart@gmail.com,2106157393,Skin Health,Package,Circadia Oxygen Facial | 10 Pack,1,0,1,57,1/4/2024
57,SAMPLE,"December 11, 2023","June 28, 2024",348164,Matthew Beard,robertbrown@hotmail.com,8939022623,Skin Health,Package,Circadia Oxygen Facial | 10 Pack,9,0,9,58,1/4/2024
58,SAMPLE,"December 17, 2023","March 26, 2024",2153525,Andrew Mcgee,suzannearellano@hotmail.com,3108820805,Skin Health,Package,Hydrafacial | Signature | 3 Pack,3,0,3,59,1/4/2024
59,SAMPLE,"December 19, 2023","March 28, 2024",267248,Andrew Anderson,russellanthony@gmail.com,7631890489,Skin Health,Package,Cryoskin Slimming | 5 Pack,5,0,5,60,1/4/2024
60,SAMPLE,"December 20, 2023","March 29, 2024",1625121,Brian Jones,taracarlson@gmail.com,3056954978,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,61,1/4/2024
61,SAMPLE,"December 23, 2023","April 1, 2024",416598,Linda Murphy,derrickwilkinson@gmail.com,3050508493,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,62,1/4/2024
62,SAMPLE,"December 24, 2023","April 2, 2024",282237,Kristin Contreras,callahanamy@gmail.com,2519221937,Skin Health,Package,Hydrafacial | Platinum Credit,1,0,1,63,1/4/2024
63,SAMPLE,"December 30, 2023","April 8, 2024",169479,Maria Castillo,michaelhall@gmail.com,7545327842,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,64,1/4/2024
64,SAMPLE,"January 4, 2024","April 13, 2024",2278565,Phillip Mckay,zsimmons@hotmail.com,2485225054,Skin Health,Package,Hydrafacial | Premium | 3 Pack,3,0,3,65,1/4/2024
