,Studio Name,Day of Issue Date,Day of Expire Date,Client ID,Full Name,Email,Phone #,Business Category,Credit Source,Credit Description,Initial Credit Count,Used Credit Count,Remaining Credits,Index,Max date
53,SAMPLE,"November 27, 2023","March 6, 2024",2193257,Keith Snyder,shelia51@hotmail.com,2843219092,Skin Health,Package,Cryoskin Slimming | 3 Pack,2,0,2,54,1/4/2024
54,SAMPLE,"November 27, 2023","June 14, 2024",1079955,Michele House,cchandler@gmail.com,8286867864,Skin Health,Package,Hydrafacial | Premium | 10 Pack,10,0,10,55,1/4/2024
55,SAMPLE,"November 28, 2023","March 7, 2024",834752,William Rodriguez,adrian03@gmail.com,7920339662,Skin Health,Package,Cryoskin Slimming | 3 Pack,2,0,2,56,1/4/2024
56,SAMPLE,"December 11, 2023","December 11, 2023",1228508,William Harris,davisdustin@gmail.com,3407050834,Skin Health,Package,Circadia Oxygen Facial | 10 Pack,1,0,1,57,1/4/2024
57,SAMPLE,"December 11, 2023","June 28, 2024",1198170,Nicole Hurley,andersonbrenda@gmail.com,8387016973,Skin Health,Package,Circadia Oxygen Facial | 10 Pack,9,0,9,58,1/4/2024
58,SAMPLE,"December 17, 2023","March 26, 2024",1488851,Stephen Jones,christopherwebb@yahoo.com,9480364960,Skin Health,Package,Hydrafacial | Signature | 3 Pack,3,0,3,59,1/4/2024
59,SAMPLE,"December 19, 2023","March 28, 2024",994016,Maria Lee,cmoreno@gmail.com,9525324185,Skin Health,Package,Cryoskin Slimming | 5 Pack,5,0,5,60,1/4/2024
60,SAMPLE,"December 20, 2023","March 29, 2024",1077615,Brenda Oneal,carolinesantiago@yahoo.com,7935696042,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,61,1/4/2024
61,SAMPLE,"December 23, 2023","April 1, 2024",805997,Edwin Mitchell,jennifertran@yahoo.com,7859519296,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,62,1/4/2024
62,SAMPLE,"December 24, 2023","April 2, 2024",181017,Stacy Smith,oschmidt@yahoo.com,5426090747,Skin Health,Package,Hydrafacial | Platinum Credit,1,0,1,63,1/4/2024
63,SAMPLE,"December 30, 2023","April 8, 2024",1436883,Lisa Woodard,amandakhan@gmail.com,8577823030,Skin Health,Package,Hydrafacial | Signature Credit,1,0,1,64,1/4/2024
64,SAMPLE,"January 4, 2024","April 13, 2024",639351,Mr. Seth Ritter III,cynthiaadams@yahoo.com,9304734579,Skin Health,Package,Hydrafacial | Premium | 3 Pack,3,0,3,65,1/4/2024
