,Studio Code,Purchase Date,Invoice ID,Client ID,First Name,Last Name,Email,Phone #,Therapy Category,Business Category,Item,Sales Rep,Autopay Status,Quantity,Tax Amount,Discount,Credit Used,Unnamed: 17
18,SAMPLE,11/27/2023,31455231,1291953,Joel,Cook,robertbishop@example.com,8742231057,IV Drips,Medical Services,Energy,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
19,SAMPLE,11/27/2023,31455231,1979233,Paul,Joseph,lesliebradley@example.net,5790784033,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
20,SAMPLE,11/27/2023,31455231,239811,Spencer,Berg,mariagalvan@example.com,1943176071,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
21,SAMPLE,11/27/2023,31455231,641437,Jonathan,Ross,rhonda26@example.org,4629143586,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
22,SAMPLE,11/27/2023,31455278,1176987,Brittany,Hawkins,annemiller@example.com,4515488733,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$64.00,2,$0.00
23,SAMPLE,11/27/2023,31455350,1459190,Sherry,Wood,dana34@example.org,8094998813,IV Drips,Medical Services,High Dose Glutathione 1200mg,,In Studio Purchase,1,$0.00,$227.00,1,$0.00
24,SAMPLE,11/27/2023,31455350,1112562,Adrian,House,rebeccawood@example.org,9639004104,IV Drips,Medical Services,High Dose Vitamin C 30g,,In Studio Purchase,1,$0.00,$336.00,1,$0.00
25,SAMPLE,11/27/2023,31455350,1719241,Kyle,Tapia,hscott@example.com,8716297809,IV Ingredients,Medical Services,Glutamine,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
26,SAMPLE,11/27/2023,31455350,836447,Ryan,Clements,rogersjustin@example.net,9788128197,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$34.00,1,$0.00
27,SAMPLE,11/27/2023,31455381,2222252,Renee,Martinez,susan62@example.org,7314227436,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
28,SAMPLE,11/27/2023,31455381,1181300,John,Fitzgerald,torresdavid@example.com,6519038737,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
29,SAMPLE,11/27/2023,31455479,196406,Virginia,Decker,brian03@example.com,9565622312,IV Drips,Medical Services,New Myer's,,In Studio Purchase,1,$0.00,$180.00,1,$0.00
30,SAMPLE,11/27/2023,31455479,1114129,Michael,Anderson,jordanchristina@example.net,8741481292,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$24.00,1,$0.00
31,SAMPLE,11/27/2023,31455479,1741025,Joshua,Frazier,sierra72@example.net,3165918646,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$24.00,1,$0.00
32,SAMPLE,11/27/2023,31455479,1192133,Jennifer,Cole,smithrebecca@example.org,8442902106,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$24.00,0,$0.00
33,SAMPLE,11/27/2023,31455479,2105041,Gerald,Lawrence,alex50@example.org,1538260094,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$84.00,2,$0.00
34,SAMPLE,11/27/2023,31455479,221548,Michelle,Travis,irwinmiguel@example.com,1454863510,IV Ingredients,Medical Services,Trace Elements,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
35,SAMPLE,11/27/2023,31455479,537523,Brian,Tran,bonniehoward@example.org,5441986760,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$48.00,2,$0.00
36,SAMPLE,11/27/2023,31455712,1963827,Brett,Oneal,ricerichard@example.org,1308079724,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
37,SAMPLE,11/27/2023,31455712,1354256,Kristin,Wood,thomasbruce@example.net,6374323586,Hydrafacial,Skin Health,Hydrafacial | Premium,,In Studio Purchase,1,$0.00,$120.00,0,$160.00
38,SAMPLE,11/27/2023,31455712,520,Jeffery,Tran,hernandezrobert@example.net,2513350162,Hydrafacial,Skin Health,Hydrafacial | Premium | 5 Pack,,In Studio Purchase,1,$0.00,$570.00,0,$760.00
39,SAMPLE,11/27/2023,31455806,360528,Melanie,Tucker,brian67@example.org,4092333336,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
40,SAMPLE,11/27/2023,31455851,2278993,Cory,Dean,amanda89@example.org,5326099583,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$0.00,0,$180.00
41,SAMPLE,11/27/2023,31455851,984284,Holly,Estrada,johnperez@example.net,8021703888,IV Ingredients,Medical Services,B6 (Pyridoxine),,In Studio Purchase,1,$0.00,$0.00,0,$24.00
42,SAMPLE,11/27/2023,31455851,2274964,Megan,Hopkins,harold22@example.net,6442035996,IV Ingredients,Medical Services,Biotin,,In Studio Purchase,1,$0.00,$0.00,0,$84.00
43,SAMPLE,11/27/2023,31455851,1953671,Ashley,Cruz,nelsonjames@example.com,1895643431,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$24.00
44,SAMPLE,11/27/2023,31455851,948232,Tamara,Williams,santiagocalvin@example.net,7200996880,IV Ingredients,Medical Services,Lysine,,In Studio Purchase,1,$0.00,$0.00,0,$24.00
45,SAMPLE,11/27/2023,31455851,2391566,Alejandro,Wells,kennethjohnson@example.org,4558343328,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
46,SAMPLE,11/27/2023,31456217,2326001,Larry,Smith,jerome87@example.com,8016087672,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
47,SAMPLE,11/27/2023,31456217,294643,Jason,Hughes,jtorres@example.net,1785348672,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
48,SAMPLE,11/27/2023,31456380,630193,Angela,Robinson,taylorjonathon@example.com,1150452452,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$0.00,0,$132.00
49,SAMPLE,11/27/2023,31456380,295718,Alfred,King,emily60@example.org,4305850242,IV Ingredients,Medical Services,B12,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
50,SAMPLE,11/27/2023,31456380,1466146,Brenda,Moore,johnny39@example.com,2059053853,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$32.00
51,SAMPLE,11/27/2023,31456380,1068886,Hannah,Anderson,karen33@example.org,6535665249,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
52,SAMPLE,11/27/2023,31456505,139159,Aaron,Hines,harveycrystal@example.net,1533050423,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
53,SAMPLE,11/27/2023,31456505,360388,Amber,Harrison,knorris@example.com,6701511933,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
54,SAMPLE,11/27/2023,31456706,61287,Melanie,Davidson,tylerlucas@example.org,4406321537,IV Drips,Medical Services,NAD+ IV Drip Therapy 500mg,,In Studio Purchase,1,$0.00,$552.00,1,$0.00
55,SAMPLE,11/27/2023,31456769,1777080,Jacob,Roberson,jeremy66@example.org,2785818976,Hydrafacial,Skin Health,Hydrafacial | Signature,,In Studio Purchase,1,$0.00,$210.00,0,$0.00
56,SAMPLE,11/27/2023,31456769,2265065,Heather,Graham,christina86@example.com,8819815851,Supplements,Skin Health,Circadia | Spot Stop,,In Studio Purchase,1,$2.38,$0.00,0,$34.00
57,SAMPLE,11/27/2023,31456890,777640,Rebecca,Russell,qmccarthy@example.org,6029393539,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
58,SAMPLE,11/27/2023,31456890,662110,Michael,Montes,nalvarez@example.com,5985119954,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
59,SAMPLE,11/27/2023,31456890,239948,Jody,Henderson,dustin35@example.com,8871364201,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
60,SAMPLE,11/27/2023,31456890,546069,Rachel,Perez,roberttorres@example.net,8528880788,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
61,SAMPLE,11/27/2023,31457104,146590,Julia,Smith,crystal87@example.org,5770773938,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
62,SAMPLE,11/27/2023,31457104,2052099,Brittany,Pugh,scott97@example.org,9531262921,Memberships,Membership,Level Up Membership,,In Studio Purchase,1,$0.00,$0.00,0,$199.00
63,SAMPLE,11/27/2023,31457210,2164401,Katie,Lewis,mgarza@example.com,2383708547,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,4,$0.00
64,SAMPLE,11/27/2023,31457263,2285042,Anthony,Boyer,yross@example.com,4807623674,Hydrafacial,Skin Health,Hydrafacial | Premium | 10 Pack,,In Studio Purchase,1,$0.00,"$1,260.00",0,"$1,260.00"
65,SAMPLE,11/27/2023,31457831,1819340,Dustin,Watson,daniel14@example.net,8133284779,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
66,SAMPLE,11/27/2023,31457891,2195202,Justin,Lopez,webbmarissa@example.org,3021352400,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
67,SAMPLE,11/27/2023,31457894,1456039,Lisa,White,ginafarley@example.com,4558691023,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
68,SAMPLE,11/27/2023,31457894,1320494,Dawn,Thompson,zrobinson@example.net,3602463923,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
69,SAMPLE,11/27/2023,31457901,207610,Patrick,Garza,sreed@example.org,8956232659,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
70,SAMPLE,11/27/2023,31457951,2231656,Hector,Mcintyre,john82@example.org,5872851867,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$150.00,0,$0.00
71,SAMPLE,11/27/2023,31458035,670113,Rebecca,Hicks,zsteele@example.net,2025500083,IM Shots,Medical Services,IM Shot B12,,In Studio Purchase,1,$0.00,$0.00,0,$32.00
72,SAMPLE,11/27/2023,31458357,444721,Angela,Hernandez,reyesglenn@example.org,9608617101,IV Drips,Medical Services,Immunity,,In Studio Purchase,1,$0.00,$81.00,0,$99.00
73,SAMPLE,11/27/2023,31458357,1589806,Thomas,Stevens,kaylafrye@example.org,9782832681,IV Ingredients,Medical Services,Glutathione,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
74,SAMPLE,11/27/2023,31458357,1820304,Alejandro,Smith,vchandler@example.com,2511765306,IV Ingredients,Medical Services,Vitamin C,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
75,SAMPLE,11/27/2023,31458415,414046,Paula,Miller,alex33@example.com,7255168232,Cryoskin,Skin Health,Cryoskin Slimming,,In Studio Purchase,1,$0.00,$275.00,1,$0.00
76,SAMPLE,11/27/2023,31458415,1824924,Sharon,Bridges,palmermatthew@example.net,8977730543,Cryoskin,Skin Health,Cryoskin Slimming | 3 Pack,,In Studio Purchase,1,$0.00,$160.00,0,$640.00
77,SAMPLE,11/27/2023,31458415,670071,Timothy,Mitchell,upatel@example.com,4908079742,IM Shots,Medical Services,IM Shot B-12 + B-complex,,In Studio Purchase,1,$0.00,$0.00,0,$42.00
78,SAMPLE,11/27/2023,31458706,2038713,Angela,Taylor,qgreen@example.org,8402557705,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
79,SAMPLE,11/27/2023,31458706,1860229,Cynthia,Harris,amanda25@example.com,5266866907,Refunds,Refunds,,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
80,SAMPLE,11/27/2023,31458823,85954,Kevin,Jones,martinezerik@example.com,6194206367,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$126.00,1,$0.00
81,SAMPLE,11/27/2023,31458823,2287890,Marcus,Rivera,scott24@example.com,5506122694,mHbOT,Medical Services,mHbOT | 60 min | 10 Pack,,In Studio Purchase,1,$0.00,$340.20,0,$793.80
82,SAMPLE,11/27/2023,31458946,1800505,Kenneth,Reynolds,torresmichael@example.net,9386921487,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
83,SAMPLE,11/27/2023,31459103,1253466,Ryan,Preston,josephreed@example.com,9861285645,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
84,SAMPLE,11/27/2023,31459103,1705119,Kevin,Foster,fallen@example.com,4904434907,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
85,SAMPLE,11/27/2023,31459103,372892,Marissa,Miller,michelepace@example.com,9153057622,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
86,SAMPLE,11/28/2023,31392448,507459,Nathan,Wallace,craigcollins@example.net,4054968196,Refunds,Refunds,,,In Studio Purchase,1,$0.00,$0.00,0,-$145.00
87,SAMPLE,11/28/2023,31460105,1257725,Charles,Walsh,joseph85@example.net,3757234315,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
88,SAMPLE,11/28/2023,31460106,1945728,Diana,Harris,connielucero@example.net,7817563551,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
89,SAMPLE,11/28/2023,31460107,362722,Julie,Quinn,jasonsaunders@example.org,6902909559,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
90,SAMPLE,11/28/2023,31460108,1290172,Karen,Hull,shawn11@example.com,3316092771,Memberships,Membership,Restore Membership,,Success,1,$0.00,$0.00,0,$63.20
91,SAMPLE,11/28/2023,31460109,373449,Christopher,Johnson,sharon77@example.com,6717129591,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
92,SAMPLE,11/28/2023,31460110,1381357,Jasmine,Chavez,jocelyn58@example.org,2319758294,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
93,SAMPLE,11/28/2023,31460111,835576,Joanne,Kelly,landrysarah@example.com,8610733606,Memberships,Membership,Core Membership,,Success,1,$0.00,$0.00,0,$359.00
94,SAMPLE,11/28/2023,31460112,2393053,Chad,Sanford,timothy71@example.org,4887562800,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
95,SAMPLE,11/28/2023,31460113,1464553,Julie,Carter,xclark@example.org,1174784283,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
96,SAMPLE,11/28/2023,31460114,900638,Mark,Harris,zstone@example.net,3929118116,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
97,SAMPLE,11/28/2023,31460115,1569162,Troy,Bennett,lindawhite@example.org,9331829522,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
98,SAMPLE,11/28/2023,31460116,744201,Joseph,Evans,xflores@example.org,2266229345,Memberships,Membership,Elevate Membership,,Success,1,$0.00,$0.00,0,$249.00
99,SAMPLE,11/28/2023,31460117,139352,Joshua,Garza,dennisliu@example.net,3560820717,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
100,SAMPLE,11/28/2023,31460118,1970197,Brent,Scott,suttonlinda@example.org,5232248994,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
101,SAMPLE,11/28/2023,31461898,1988216,Mario,White,coreyadkins@example.net,2108934150,Cryoskin,Skin Health,Cryoskin Facial,,In Studio Purchase,1,$0.00,$175.00,1,$0.00
102,SAMPLE,11/28/2023,31462176,2212749,Matthew,Andrews,kimberly92@example.org,5753302723,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$180.00,4,$0.00
103,SAMPLE,11/28/2023,31462176,460701,Ruben,Bishop,hunterbarker@example.net,9559931441,IV Ingredients,Medical Services,B Complex,,In Studio Purchase,1,$0.00,$20.00,0,$30.00
104,SAMPLE,11/28/2023,31462176,1131835,Kristen,Oconnell,simpsonluis@example.net,5730300200,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
105,SAMPLE,11/28/2023,31462187,1325356,Nicholas,Scott,charlesmiller@example.org,5418576494,mHbOT,Medical Services,mHbOT | 60 min | 5 Pack,,In Studio Purchase,1,$0.00,$85.60,0,$342.40
106,SAMPLE,11/28/2023,31462258,1251560,Joshua,Scott,aaron91@example.net,5694031266,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
107,SAMPLE,11/28/2023,31462305,2110904,Adam,Thomas,leonardapril@example.org,9302537239,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
108,SAMPLE,11/28/2023,31462557,2298236,Jerry,Ball,paula05@example.com,7234902632,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
109,SAMPLE,11/28/2023,31462991,990754,Arthur,Coleman,greenkeith@example.net,4204589612,Hydrafacial,Skin Health,Hydrafacial | Platinum,,In Studio Purchase,1,$0.00,$385.00,1,$0.00
110,SAMPLE,11/28/2023,31462991,1278689,Christopher,Howard,kevintucker@example.com,4475864301,IV Drips,Medical Services,Essential 13,,In Studio Purchase,1,$0.00,$0.00,0,$180.00
111,SAMPLE,11/28/2023,31462991,2287252,Heather,Weber,larryfleming@example.com,2589666960,IV Ingredients,Medical Services,Infuvite Ingredient,,In Studio Purchase,1,$0.00,$48.00,0,$132.00
112,SAMPLE,11/28/2023,31463646,1462422,Aaron,Smith,sharpmichael@example.net,3092626639,Cryoskin,Skin Health,Cryoskin Slimming,,In Studio Purchase,1,$0.00,$275.00,1,$0.00
113,SAMPLE,11/28/2023,31463646,291971,Olivia,Brady,carolyn56@example.org,6013716868,Cryoskin,Skin Health,Cryoskin Slimming | 3 Pack,,In Studio Purchase,1,$0.00,$160.00,0,$640.00
114,SAMPLE,11/28/2023,31463646,734323,Lisa,Rodriguez,cynthiahill@example.com,2123915828,Hydrafacial,Skin Health,Hydrafacial | Premium,,In Studio Purchase,1,$0.00,$100.00,0,$100.00
115,SAMPLE,11/28/2023,31463646,609571,Gina,Mcintosh,jcopeland@example.org,2462543634,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
116,SAMPLE,11/28/2023,31463815,820969,James,Davenport,bgalvan@example.org,1278204327,Core,Core Services,Core Service | 3 Pack,,In Studio Purchase,1,$0.00,$97.00,0,$50.00
117,SAMPLE,11/28/2023,31463815,394460,Regina,Bowen,robert82@example.com,1980823350,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
118,SAMPLE,11/28/2023,31463836,817516,Christine,Little,megannovak@example.com,4271710017,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
119,SAMPLE,11/28/2023,31463954,1176600,Kevin,Quinn,wleblanc@example.org,1803828570,Memberships,Membership,Discover Membership,,Success,1,$0.00,$0.00,0,$119.00
120,SAMPLE,11/28/2023,31464075,679562,Mathew,Ayala,taylorkenneth@example.net,3131666686,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
121,SAMPLE,11/28/2023,31464075,37837,James,Campos,brian27@example.net,8599509635,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
122,SAMPLE,11/28/2023,31464075,1423870,Sydney,Bailey,huntercordova@example.net,2148339123,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
123,SAMPLE,11/28/2023,31464602,527169,Garrett,Garcia,brianbrown@example.com,7597629452,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
124,SAMPLE,11/28/2023,31464604,1218800,Roger,Hughes,lisa23@example.org,1379414790,IV Drips,Medical Services,NAD+ IV Drip Therapy 500mg,,In Studio Purchase,1,$0.00,$552.00,1,$0.00
125,SAMPLE,11/28/2023,31464611,1251203,Dana,Klein,ttaylor@example.net,2531167831,Cryoskin,Skin Health,Cryoskin Facial,,In Studio Purchase,1,$0.00,$175.00,1,$0.00
126,SAMPLE,11/28/2023,31464627,1194090,Mark,Howard,robert69@example.net,8252024969,IM Shots,Medical Services,Semaglutide Injection,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
127,SAMPLE,11/28/2023,31464717,1166664,Victoria,Jacobs,tiffany20@example.org,8131003915,IV Drips,Medical Services,NAD+ IV Drip Therapy 750mg,,In Studio Purchase,1,$0.00,$941.00,1,$0.00
128,SAMPLE,11/28/2023,31464900,1471531,John,Cantu,harrissally@example.net,9541854866,Infrared Sauna,Core Services,Infrared Sauna,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
129,SAMPLE,11/28/2023,31464966,494863,Daniel,Lyons,xmorrison@example.org,3609883559,Local Cryo,Core Services,Local Cryo,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
130,SAMPLE,11/28/2023,31465102,1859449,Marcus,Mcdonald,mcfarlandallen@example.net,8179533013,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$50.00,1,$0.00
131,SAMPLE,11/28/2023,31465103,2357559,Michael,Smith,dsmith@example.com,2885882206,Compression,Core Services,Compression,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
132,SAMPLE,11/28/2023,31465103,456858,Philip,Nielsen,hughesstephen@example.org,1367143571,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$132.00,0,$0.00
133,SAMPLE,11/28/2023,31465103,791404,Kyle,Cruz,zamoralinda@example.net,4739979391,IV Ingredients,Medical Services,Magnesium Sulfate,,In Studio Purchase,1,$0.00,$0.00,0,$0.00
134,SAMPLE,11/28/2023,31465526,1779125,Todd,Washington,johnrichards@example.net,9159811933,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
135,SAMPLE,11/28/2023,31465537,204615,Lorraine,Johnson,paul19@example.net,4896918815,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
136,SAMPLE,11/28/2023,31465560,1749531,Albert,Fernandez,rickybean@example.org,6666061699,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$0.00,0,$50.00
137,SAMPLE,11/28/2023,31466038,198394,Anthony,Nelson,nramirez@example.com,6863573126,mHbOT,Medical Services,mHbOT | 60 min,,In Studio Purchase,1,$0.00,$90.00,1,$0.00
138,SAMPLE,11/28/2023,31466330,1518087,Shirley,Burch,xcarr@example.com,8533878769,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
139,SAMPLE,11/28/2023,31466506,1612207,Richard,Gill,dickersonkristen@example.net,5250104014,IV Drips,Medical Services,Base IV Drip,,In Studio Purchase,1,$0.00,$140.00,0,$40.00
140,SAMPLE,11/28/2023,31466523,760606,Deborah,Avila,ahammond@example.org,2947523065,Red Light Therapy,Core Services,Red Light Therapy,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
141,SAMPLE,11/28/2023,31466523,1720396,Antonio,Young,patricia07@example.net,4525531601,WBC,Core Services,WBC,,In Studio Purchase,1,$0.00,$32.00,1,$0.00
142,SAMPLE,11/29/2023,31467481,371137,George,Booth,jody79@example.net,6916874484,Memberships,Membership,Level Up Membership,,Success,1,$0.00,$0.00,0,$199.00
143,SAMPLE,11/29/2023,31467482,741364,Samantha,Lee,oliverdaisy@example.net,8536578809,Memberships,Membership,Restore Membership,,Success,1,$0.00,$0.00,0,$79.00
